,EV,TS,P,Type,E1,D3,time1
99571,449510,200001,100000,29014,0.001340442451,0.00134044,4899.097911
99572,172714,700001,100000,29014,0.0002029031473,0.000202903,3899.016211
99574,311706,400001,100000,29014,0.0003546419176,0.000354642,4491.309437
99588,379487,400001,100000,29014,0.000540667508,0.000540668,5674.73912
99589,871040,400001,100000,29014,0.00134247343,0.00134247,15811.53371
99599,801665,700001,100000,29014,0.00134465659,0.00134466,14178.411
99627,941215,800001,100000,29014,0.002588840434,0.00258884,13007.04314
99639,449531,600001,100000,29014,0.002217090281,0.00221709,11813.53697
99644,311742,700001,100000,29014,0.001955809104,0.00195581,13736.44149
99648,172727,600001,100000,29014,0.0003989900451,0.00039899,6291.332829
99649,871059,600001,100000,30014,0.001260240611,0.00126024,18492.19161
99651,449537,500001,100000,29014,0.0001252025202,0.000125203,16977.09276
99661,661058,600001,100000,29014,0.0005615349565,0.000561535,10487.7986
99668,379526,500001,100000,29014,0.0009218602072,0.00092186,34333.60298
99674,243172,400001,100000,29014,0.0002221303276,0.00022213,24592.94614
99678,103543,600001,100000,29014,0.0001015782043,0.000101578,16203.18346
99692,520410,300001,100000,29014,0.00131407092,0.00131407,1537.830333
99697,731557,400001,100000,29014,0.0003370709416,0.000337071,9814.458254
99707,172754,200001,100000,29014,0.001332468826,0.00133247,11288.30456
99712,520420,700001,100000,29014,0.004324972619,0.00625804,12752.23675
99721,941243,500001,100000,29014,0.0001216427808,0.000121643,23256.25648
99725,311783,800001,100000,31014,4.648523268e-05,4.64852e-05,9049.843851
99734,34142,900001,100000,29014,0.002907851014,0.00290785,10822.17883
99737,731558,800001,100000,29014,0.00081515302,0.000815153,19788.45979
99738,941251,400001,100000,29014,0.0004581455373,0.000458146,338.1984795
99758,661084,500001,100000,29014,0.002370214495,0.00237021,3300.054051
99760,871077,500001,100000,29014,0.001146029162,0.00114603,29450.6039
99765,379546,600001,100000,29014,0.0009393630142,0.000939363,2105.08768
99772,520430,500001,100000,29014,0.001564569607,0.00156457,2311.84212
99776,172793,200001,100000,29014,0.001318570342,0.00131857,3183.1322
99797,34154,500001,100000,29014,0.0002755703486,0.00027557,19383.91857
99800,871088,400001,100000,29014,0.001326129733,0.00132613,14164.44221
99806,801750,400001,100000,29014,0.001340012925,0.00268115,21093.14041
99813,311811,500001,100000,29014,0.0007118099603,0.00071181,936.2360636
99826,172815,300001,100000,29014,0.001336647798,0.00133665,38628.24433
99827,311819,200001,100000,29014,0.001325206722,0.00132521,3217.488273
99828,941274,200001,100000,29014,0.001334494388,0.00133449,17712.53883
